id,name,description,ingredients,steps,tags,minutes
503,Caprese Salad,"A delicious and authentic Caprese Salad, honoring traditional Italy cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'italy', 'authentic', 'category:main']",45
504,Paella Valenciana,"A delicious and authentic Paella Valenciana, honoring traditional Spain variant cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'spain-variant', 'authentic', 'category:main']",45
505,Gnocchi,"A delicious and authentic Gnocchi, honoring traditional Italy cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'italy', 'authentic', 'category:main']",45
506,Dim Sum,"A delicious and authentic Dim Sum, honoring traditional China cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'china', 'authentic', 'category:main']",45
507,Tapas,"A delicious and authentic Tapas, honoring traditional Spain cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'spain', 'authentic', 'category:main']",45
508,Mezze,"A delicious and authentic Mezze, honoring traditional Middle East cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'middle-east', 'authentic', 'category:main']",45
509,Sushi Burrito,"A delicious and authentic Sushi Burrito, honoring traditional fusion cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'fusion', 'authentic', 'category:main']",45
510,Bao Buns,"A delicious and authentic Bao Buns, honoring traditional China cooking methods.","['500g ingredients', '2 tbsp cooking oil', '1 large onion, chopped', '2 cloves garlic, minced', 'Salt and pepper to taste', 'Fresh herbs for garnish']","['Prepare the ingredients by cleaning and seasoning well.', 'Heat oil in a pan over medium heat and sauté the chopped onion and minced garlic until fragrant.', 'Add the ingredients and cook thoroughly.', 'Season with salt, pepper, and regional spices.', 'Simmer until fully cooked and flavors have melded together.', 'Garnish with fresh herbs and serve hot.']","['ingredients', 'china', 'authentic', 'category:starter']",45
600,Chocolate Cake,A rich and moist chocolate cake perfect for any celebration.,"['2 cups flour', '2 cups sugar', '3/4 cup cocoa powder', '2 tsp baking soda', '1 tsp salt', '2 eggs', '1 cup milk', '1/2 cup vegetable oil', '2 tsp vanilla extract', '1 cup boiling water']","['Preheat oven to 350°F (175°C).', 'Mix dry ingredients in a large bowl.', 'Add eggs, milk, oil, and vanilla; beat on medium speed for 2 minutes.', 'Stir in boiling water by hand.', 'Pour into pans and bake for 30-35 minutes.']","['sweet', 'dessert', 'baking', 'chocolate', 'cake', 'category:dessert']",45
601,Vanilla Cake,"A classic, fluffy vanilla cake with a delicate crumb.","['1.5 cups flour', '1 tsp baking powder', '1/4 tsp salt', '1/2 cup butter', '1 cup sugar', '1 egg', '1/2 cup milk', '2 tsp vanilla extract']","['Preheat oven to 350°F.', 'Cream butter and sugar until fluffy.', 'Add egg and vanilla.', 'Alternate adding dry ingredients and milk.', 'Bake for 25-30 minutes.']","['sweet', 'dessert', 'baking', 'cake', 'vanilla', 'category:dessert']",40
602,Red Velvet Cake,A striking red cake with a subtle cocoa flavor and velvety texture.,"['2.5 cups flour', '1.5 cups sugar', '1 tsp baking soda', '1 tsp cocoa powder', '1 cup buttermilk', '2 eggs', '1.5 cups oil', '1 tsp vinegar', 'Red food coloring']","['Preheat oven to 350°F.', 'Whisk oil, eggs, buttermilk, vinegar, and coloring.', 'Mix in dry ingredients.', 'Bake for 30 minutes.', 'Frost with cream cheese frosting.']","['sweet', 'dessert', 'baking', 'cake', 'red-velvet', 'category:dessert']",50
603,Vanilla Ice Cream,"Creamy, homemade vanilla ice cream made with real vanilla beans.","['2 cups heavy cream', '1 cup whole milk', '3/4 cup sugar', '1 tbsp vanilla extract', 'Pinch of salt']","['Whisk milk, sugar, and salt until sugar dissolves.', 'Stir in cream and vanilla.', 'Chill for at least 2 hours.', 'Churn in an ice cream maker.', 'Freeze until firm.']","['sweet', 'dessert', 'cold', 'ice-cream', 'frozen', 'category:dessert']",240
604,Mango Ice Cream,"Bursting with fresh mango flavor, this tropical treat is smooth and refreshing.","['2 cups mango puree', '1 cup heavy cream', '1/2 cup condensed milk', '1 tsp vanilla extract']","['Whip heavy cream until stiff peaks form.', 'Fold in condensed milk and mango puree.', 'Add vanilla extract.', 'Freeze for at least 6 hours or overnight.']","['sweet', 'dessert', 'fruit', 'mango', 'ice-cream', 'frozen', 'category:dessert']",360
605,Oreo Milkshake,A thick and indulgent shake blended with crunchy Oreo cookies.,"['4-6 Oreo cookies', '2 scoops vanilla ice cream', '1/2 cup milk', 'Whipped cream for topping']","['Place cookies in a blender and pulse into crumbs.', 'Add ice cream and milk.', 'Blend until smooth.', 'Top with whipped cream and crushed Oreos.']","['sweet', 'dessert', 'drink', 'shake', 'chocolate', 'cookies', 'category:beverage']",5
606,Rasgulla,"Soft, spongy Indian cheese balls soaked in a delicate sugar syrup.","['1 liter full cream milk', '2 tbsp lemon juice', '1 cup sugar', '4 cups water', '2-3 cardamom pods']","['Boil milk and add lemon juice to curdle. Strain to get chenna.', 'Knead chenna until completely smooth.', 'Shape into small balls.', 'Boil sugar, water, and cardamom to make syrup.', 'Cook balls in boiling syrup for 15 minutes.']","['sweet', 'dessert', 'indian', 'traditional', 'category:dessert']",60
489,Mochi,Chewy Japanese rice cakes made from glutinous rice flour.,"['1 cup shiratamako (mochi flour)', '1/4 cup sugar', '1 cup water', 'Cornstarch for dusting', 'Red bean paste (optional filling)']","['Mix mochi flour, sugar, and water in a microwave-safe bowl.', 'Cover and microwave for 2 minutes.', 'Stir and microwave for another 30 seconds until translucent.', 'Dust surface with cornstarch and roll out mochi.', 'Cut and wrap around filling if using.']","['sweet', 'dessert', 'japanese', 'chewy', 'category:dessert']",30
608,French Fries,"Crispy, golden-brown potato strips seasoned with a hint of salt.","['2 large potatoes', 'Oil for deep frying', 'Salt to taste']","['Peel and cut potatoes into strips.', 'Soak in cold water for 30 minutes, then pat dry.', 'Heat oil to 325°F and fry for 5 minutes (blanch).', 'Increase heat to 375°F and fry until golden brown.', 'Drain and salt immediately.']","['snack', 'side', 'potato', 'fried', 'category:starter']",45
609,Chilli Chicken,"Succulent chicken pieces tossed in a spicy, tangy Indo-Chinese sauce.","['500g chicken breast, cubed', '1 egg', '2 tbsp cornstarch', '1 onion, diced', '1 bell pepper, diced', '2 tbsp soy sauce', '1 tbsp chilli sauce', 'Ginger-garlic paste']","['Coat chicken in egg, cornstarch, salt, and pepper. Deep fry until golden.', 'In a wok, sauté ginger, garlic, onions, and peppers.', 'Add sauces and a splash of water.', 'Toss in the fried chicken and cook until sauce coats the meat.']","['spicy', 'indo-chinese', 'chicken', 'starter', 'main', 'category:starter']",30
610,Chilli Mushroom,Crispy button mushrooms stir-fried with peppers and a savory chilli glaze.,"['200g mushrooms', '3 tbsp cornstarch', '1 green chili', '1 tbsp soy sauce', '1 tsp vinegar', 'Spring onions']","['Batter-coat mushrooms and fry until crispy.', 'Sauté garlic, ginger, and chilies.', 'Add soy sauce, vinegar, and a cornstarch slurry.', 'Add mushrooms and garnish with spring onions.']","['spicy', 'indo-chinese', 'vegetarian', 'mushroom', 'starter', 'category:starter']",25
611,Garlic Chicken,"Tender chicken infused with the rich, aromatic flavor of roasted garlic.","['500g chicken', '10 cloves garlic, minced', '2 tbsp butter', '1 tsp dried oregano', 'Fresh parsley']","['Season chicken with salt and pepper.', 'Pan-sear chicken in butter until cooked through.', 'Add garlic and sauté for 2 minutes until fragrant.', 'Toss with oregano and fresh parsley before serving.']","['garlic', 'chicken', 'savory', 'main', 'easy', 'category:main']",20
612,Chicken Momo,"Tibetan-style steamed dumplings filled with juicy, spiced minced chicken.","['2 cups flour for dough', '300g minced chicken', '1 onion, finely chopped', '1 tsp ginger paste', '1 tsp soy sauce', 'Salt']","['Mix chicken with onions and spices for filling.', 'Roll out small circles of dough.', 'Place filling in center and fold into pleats.', 'Steam for 10-12 minutes until dough is translucent.']","['steamed', 'tibetan', 'chicken', 'dumpling', 'snack', 'category:starter']",50
